Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "Hellenic Riot"-"0", 23172, 395.852360227696, 102, 504.462411511115, 0, 0, 0, 2017-04-01
2, "Valis2501"-"0", 63487, 392.716396822651, 137, 393.700070451218, 0, 0, 0, 2017-07-18
3, "seth24c"-"0", 43472, 380.57232868304, 270, 436.017355540767, 0, 0, 0, 2017-06-23
4, "Gen. Lee"-"0", 46077, 349.604583347985, 185, 360.885411734359, 0, 0, 0, 2017-05-28
5, "KalelChase"-"0", 30452, 305.562097730316, 80, 324.081012744275, 0, 1, -18.5189150139586, 2017-09-06
6, "Ezio"-"0", 81514, 298.393475914941, 84, 298.393475914941, 0, 0, 0, 2017-08-02
7, "NoFog"-"0", 38917, 260.423957030305, 124, 283.588020510453, 1, 0, 0, 2017-04-08
8, "Mercy"-"0", 45552, 259.608987764768, 12, 269.799559586416, -1, 1, -10.1905718216479, 2017-09-03
9, "ryanrogers"-"0", 39770, 243.237560492492, 257, 326.574573412985, Re-Entry, Re-Entry, Re-Entry, 2017-09-30
10, "Vecna"-"0", 72101, 241.817742644022, 77, 248.123490035306, Re-Entry, Re-Entry, Re-Entry, 2017-09-17
11, "Fortress Door"-"0", 42498, 239.713416557425, 286, 305.808422069456, -2, 0, 0, 2017-08-16
12, "!"-"0", 75336, 238.348927747533, 59, 269.349798469089, -2, 0, 0, 2017-08-22
13, "Puddle"-"0", 5650, 226.390713194719, 25, 226.390713194719, -2, 0, 0, 2017-04-10
14, "justinnhoo"-"0", 23444, 223.017318107411, 278, 271.580020377537, Re-Entry, Re-Entry, Re-Entry, 2017-09-12
15, "yaks"-"0", 44001, 220.296526090827, 78, 224.825987657451, -3, 0, 0, 2017-05-24
16, "Bamawhite"-"0", 69549, 216.772038506572, 85, 223.587004310157, -3, 2, -1.58046525779147, 2017-09-02
17, "PiC"-"0", 40784, 215.845095162031, 138, 236.121501688524, -3, 0, 0, 2017-08-24
18, "Stressedlines"-"0", 38459, 212.971593049874, 135, 229.931849749464, Re-Entry, Re-Entry, Re-Entry, 2017-09-04
19, "davidc1"-"0", 63836, 210.602647284017, 44, 214.360017588075, -4, 0, 0, 2017-07-10
20, "KingRishard"-"0", 27787, 209.415732498108, 35, 214.983841639198, -4, 0, 0, 2017-08-10
21, "Jerkface"-"0", 4699, 206.425799883048, 65, 222.88385936626, -3, 0, 0, 2017-05-23
22, "Skittles"-"0", 39882, 202.22350209586, 115, 222.725525538914, -2, 0, 0, 2017-05-17
23, "Zmaj"-"0", 43830, 201.203345272739, 721, 253.173059800301, -2, 0, 0, 2017-06-05
24, "Yoyoyozo"-"0", 65915, 201.18363546161, 123, 220.358297923928, -2, 0, 0, 2017-07-20
25, "SantaClausowitz"-"0", 2497, 194.907042720065, 125, 202.157462921531, -1, 0, 0, 2017-07-02
26, "svkrIs"-"0", 83933, 193.961746838017, 68, 209.133935344232, -1, 0, 0, 2017-08-24
27, "spacecadet"-"0", 76534, 191.722990760257, 46, 203.342565957848, 16, 4, 33.6391596071433, 2017-09-12
28, "glo2018"-"0", 79356, 189.740277768618, 27, 202.64825342281, -2, 0, 0, 2017-07-21
29, "cspieker"-"0", 41816, 189.035177424184, 215, 260.302614902743, -6, 2, -10.2982632424618, 2017-09-10
30, "The Czech"-"0", 17724, 188.432908517043, 1836, 394.238428198112, -11, 4, -16.5032896099817, 2017-09-24
31, "Hoppsywins"-"0", 84966, 174.378960406991, 16, 174.378960406991, 13, 1, 18.4956795498985, 2017-09-04
32, "Andruha"-"0", 34770, 173.056354075325, 72, 176.869199881598, -5, 0, 0, 2017-07-02
33, "KangtheConquerer"-"0", 72696, 172.643156574401, 36, 187.591273320005, -4, 0, 0, 2017-07-22
34, "lambda"-"0", 58210, 172.363654882533, 216, 359.592216663147, Re-Entry, Re-Entry, Re-Entry, 2017-09-17
35, "tektelmektel"-"0", 22595, 170.948086160245, 97, 183.176973140673, -4, 0, 0, 2017-05-29
36, "principians"-"0", 28666, 170.551746857828, 35, 185.644749012846, -4, 0, 0, 2017-07-21
37, "quarryman"-"0", 44661, 170.344132238668, 64, 178.681513854605, -9, 1, -2.46875553969085, 2017-09-23
38, "shadowplay"-"0", 31479, 170.12965656905, 44, 212.916428841302, -5, 0, 0, 2017-08-10
39, "MichiganMan"-"0", 28108, 168.907615975093, 1882, 325.83735217893, -5, 0, 0, 2017-08-12
40, "Claesar"-"0", 74492, 166.426254073975, 20, 167.302280221981, -5, 0, 0, 2017-06-23
41, "Hooverhurdle"-"0", 38853, 165.779904378267, 109, 190.444945326236, -5, 0, 0, 2017-05-27
42, "nnfolz"-"0", 27382, 161.348969826715, 111, 176.376748443483, -4, 0, 0, 2017-05-13
43, "Nealkochhar"-"0", 83727, 160.991600392909, 33, 163.324811992807, -4, 0, 0, 2017-08-23
44, "infinitybutts69"-"0", 74738, 160.857664144968, 11, 166.603751671422, -7, 3, -2.67267924982355, 2017-09-25
45, "Drummer Man"-"0", 70404, 160.743947953294, 35, 163.135096425843, -5, 0, 0, 2017-07-25
46, "Condescension"-"1", 81960, 160.688388258381, 17, 165.414517324804, 31, 5, 29.669368190284, 2017-09-04
47, "CptMike"-"0", 79656, 160.292196353216, 23, 167.612372864661, -6, 0, 0, 2017-05-26
48, "JamesYanik"-"0", 61639, 159.47161842666, 118, 170.400116468414, Re-Entry, Re-Entry, Re-Entry, 2017-09-30
49, "brkyzgn"-"0", 68900, 158.777589877309, 94, 158.777589877309, 3, 1, 10.1277330233227, 2017-09-11
50, "Jeff Kuta"-"0", 63124, 158.478035178976, 71, 158.478035178976, -8, 0, 0, 2017-06-08
51, "NigeeBaby"-"0", 40995, 157.419141491471, 562, 203.40809339589, Re-Entry, Re-Entry, Re-Entry, 2017-09-03
52, "Unreal Expectations"-"0", 87822, 157.249968661084, 2, 157.249968661084, New Entry, New Entry, New Entry, 2017-09-12
53, "Inquistor"-"0", 76158, 155.529594275496, 9, 155.529594275496, -8, 0, 0, 2017-05-05
54, "czechveck"-"0", 12871, 155.292764053352, 111, 199.414999559592, -8, 0, 0, 2017-06-03
