Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,xorxes,42435,547.5913784376971,227,570.9420429952451,502.10307085805846,0,1,-12.510330176360071,2018-09-25
2,CptMike,79656,527.4548541745253,501,540.3039276725932,506.06251372295463,1,8,45.0722097541701,2018-09-27
3,RoganJosh,54642,521.6526445306359,88,568.4595379550494,194.004390559741,-1,9,22.22134976512814,2018-10-01
4,cspieker,41816,500.27564939087125,214,508.70225121024794,486.1610913434153,0,11,19.11027027812719,2018-10-01
5,quarryman,44661,463.2628494443442,248,518.0656455706717,279.6254097929664,0,0,0.0,2018-07-29
6,Chupacabra,50823,440.54035653780505,580,443.4185502408481,109.548080687862,6,48,78.47874982856354,2018-09-30
7,MadMarx,5210,418.07604435142235,89,455.60407753972254,246.8543929298025,0,5,-9.578698153221012,2018-09-27
8,genghiz,64274,407.8341148914491,81,439.9549474739442,179.77620355573364,-2,2,-24.568341999167785,2018-09-09
9,SplitDiplomat,36887,380.65246226728624,140,401.78968241570544,72.98848010696317,-1,1,7.618745757383408,2018-09-07
10,breaca,62512,373.45033639864647,213,356.6130019852758,396.90909445772473,4,22,18.70325011409534,2018-09-30
11,Peregrine Falcon,51170,372.70633060734264,79,384.10043502061427,159.06687285849966,-2,0,0.0,2018-05-02
12,bozotheclown,11401,366.3198894557968,89,385.02423867763144,309.35664409839137,1,3,11.096863443451696,2018-09-27
13,Nealkochhar,83727,360.88802408117436,1076,369.7269293876175,347.81296139284154,-3,27,-1.654343035106308,2018-09-22
14,mhsmith0,75803,352.14017922371613,101,402.23065032699236,261.6990508428005,-3,2,-10.207624210711629,2018-09-24
15,captainmeme,41379,340.3022898607472,52,344.66783943719344,117.65926146198677,0,0,0.0,2018-08-12
16,snowy801,82888,334.48510828871923,179,369.06274658558755,162.74950474760664,0,0,0.0,2018-07-03
17,Bob Al Hubob,55540,333.1507702430421,265,369.34617930102655,269.4317688805486,4,9,34.325756135881534,2018-09-30
18,dipperjay,94938,325.01735372141667,93,344.87448633197596,302.9037287687483,6,9,28.459564223532027,2018-09-28
19,Roadhog,80549,316.3261120127414,690,335.9252816120368,289.92723051164967,3,70,19.533305645753273,2018-09-29
20,badivan1,90932,312.84301240847236,126,332.2944871660226,266.0543298835542,0,4,9.684815445381957,2018-09-22
21,ryanrogers,39770,312.2859834351659,127,323.9820180414062,158.93797415334862,-4,0,0.0,2018-04-29
22,brkyzgn,68900,311.41119037310807,232,345.5859254061177,262.9969824096777,-3,7,5.104231999991441,2018-09-19
23,CCR,85914,311.16136762766985,63,386.87123474167385,88.76363298028305,-5,0,0.0,2018-07-19
24,michaelf77,62430,296.7870287228241,417,316.8473369885644,273.27885497390974,-1,0,0.0,2018-08-14
25,Ezio,81514,288.3591044840341,174,278.4768671722985,301.4036577355251,1,0,0.0,2018-08-31
26,goldfinger0303,28372,287.0124640820843,89,339.2145023568646,81.10442422045097,1,0,0.0,2018-08-19
27,swordsman3003,36106,279.15981261916136,102,286.24666813202504,263.657316184772,-2,4,-15.107755789755743,2018-09-30
28,_______,92554,278.3909918755831,26,298.2116142409339,126.43288707456003,0,0,0.0,2018-06-29
29,josemurc,17667,261.95672595281474,45,268.0027984632303,131.96616697887927,1,0,0.0,2018-08-12
30,Theoneandonly,99646,256.65950990077545,66,259.5532499403324,253.39238404966267,11,7,41.45044719474717,2018-09-13
31,FM Roark,56533,254.13816403560526,46,243.1184483834506,267.2568731453132,0,0,0.0,2018-08-10
32,Lando Calrissian,19131,251.09028400973622,130,262.9000456949242,144.80242884304457,-3,5,-24.564524376734568,2018-09-10
33,SpaceDip,71674,248.71125295883894,256,255.08584532892422,189.81001945925092,0,5,7.773331033105336,2018-09-24
34,dagabs0,54191,245.6125195414529,53,268.78146255862976,115.2872150698334,12,5,49.30021264517123,2018-09-30
