Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,xorxes,42435,412.4334667015782,81,452.62378674804285,336.358932327913,0,8,19.891364758518534,2017-05-31
2,superkeiko,8298,385.7290536545926,143,100.27170905644918,398.23083516983974,6,41,106.0272918988091,2017-05-13
3,CptMike,79656,371.9401081458452,185,404.06684947796714,299.7958469087996,0,37,54.72341862827312,2017-05-31
4,svkrIs,83933,334.0620971343022,197,358.41185168893645,198.51513011350465,0,36,29.98149761676075,2017-05-31
5,michaelf77,62430,332.63065346076587,236,375.44088556766945,304.7890339786537,0,72,40.37575457776484,2017-05-31
6,Nealkochhar,83727,321.75822642754906,464,301.53038444754,352.8184646591477,-4,127,4.288533152366824,2017-05-31
7,SplitDiplomat,36887,319.2364584515454,60,354.8593719528257,87.68752069322306,12,18,97.09276694616213,2017-05-29
8,stranger,41240,311.74102657565567,110,342.66939757691523,130.0368469432559,2,39,41.03029896771375,2017-05-26
9,cspieker,41816,302.03982959262265,84,319.70902777934975,281.6522932233222,-2,9,19.483215070050676,2017-05-30
10,snowy801,82888,296.61965024911865,105,346.49121907221144,108.4678224165413,811,75,246.72037972136715,2017-05-31
11,Djantani,83442,286.07385998958824,43,286.07385998958824,None,-2,1,9.468579646868363,2017-05-01
12,zultar,33599,284.7819484949026,31,316.12487606667924,154.18641694583314,1,9,40.787800630997936,2017-05-24
13,captainmeme,41379,277.05031534878043,23,284.2953632527256,117.65926146198677,13,10,75.0750717537671,2017-05-22
14,bozotheclown,11401,274.0329986179228,35,290.9715749526897,231.68655778100552,9,7,66.53367449536663,2017-05-28
15,Peregrine Falcon,51170,266.806875728033,43,277.8571324326005,159.06687285849966,-3,1,12.945637097503777,2017-05-22
16,goldfinger0303,28372,252.7934330896663,35,314.4460891670003,98.66179289633136,-5,11,-3.0796353956242513,2017-05-26
17,dagabs0,54191,252.55679093251487,20,259.74399045527883,116.0,16,9,80.08022364658032,2017-05-29
18,genghiz,64274,244.344557412224,20,244.34455741222402,None,0,6,20.067780912897575,2017-05-29
19,Hellenic Riot,23172,234.10661409557716,28,243.60934823208,110.57107032103997,1,3,17.774961367549793,2017-05-30
20,swordsman3003,36106,231.44192577803665,27,249.19117907241068,205.62483007712893,44,21,92.00381052117007,2017-05-30
21,Balki Bartokomous,70552,230.00609645364105,52,230.00609645364105,None,-5,2,0.3166804139900705,2017-05-28
22,ghug,37168,227.5065545584921,68,232.97382898122396,214.38509594393562,-16,25,-56.05653230504652,2017-05-31
23,brkyzgn,68900,227.1320646454903,71,238.76201181315042,211.23780351635475,-9,9,-11.289029223802743,2017-05-27
24,IceKingCold,76324,225.10144978999904,48,240.01164733502833,207.48030723678264,15,12,61.570833830379996,2017-05-31
25,rdrivera2005,16691,209.15175086752026,25,209.15175086752026,None,18,9,48.73137980699843,2017-05-28
26,peaceinourtime,53717,207.35644076735298,342,184.97889702435157,225.25847576175408,-2,51,2.5246038303225475,2017-05-23
27,quarryman,44661,206.85533784996701,54,219.39278221607873,181.78044911774361,-6,31,-4.319833378087225,2017-05-31
28,ThorondorNL,81761,201.44410944778227,26,201.44410944778224,None,-3,1,-1.3990526345610022,2017-05-04
29,KangtheConquerer,72696,196.38397849345156,191,160.81318506117447,237.150505797859,-14,8,-35.01175478175119,2017-05-28
30,slypups,81525,191.40373872199308,29,195.96500848460755,129.82659692669756,7,11,26.63308290407781,2017-05-27
31,Zybodia,22224,191.18675234095386,16,191.18675234095386,None,7,6,26.754989557916502,2017-05-24
32,Merirosvo,20200,189.3951914706663,6,189.3951914706663,None,-5,0,0.0,2017-01-24
33,Yoyoyozo,65915,187.0704593795841,43,206.55112306300902,39.01741538555451,356,11,90.55106213185773,2017-05-22
34,Wadatumi,83311,185.3088623603032,54,198.30309258701985,166.4081638487153,2,8,17.761579906600616,2017-05-30
35,Mercy,45552,183.81069339059923,14,183.81069339059923,None,14,3,32.78193560632781,2017-05-28
36,hornetman22,83840,182.38986719307022,23,97.89091660184964,195.0647097817533,25,15,42.09201432617414,2017-05-29
37,yassem,41088,179.9647727295421,61,139.54067278933826,224.570676111836,-7,0,0.0,2017-02-22
38,Jeff Kuta,63124,179.95715325001447,91,171.47913588120835,193.52198104010427,-16,6,-28.549207817340687,2017-05-30
39,principians,28666,178.44025440590627,17,203.4109912246451,132.6605702382184,-8,0,0.0,2017-04-29
40,Ezio,81514,175.25803338717245,85,83.81445694131406,334.5468439702806,-23,24,-49.73820359036554,2017-05-31
41,SantaClausowitz,2497,173.4513209831686,40,174.7881895538303,121.313446727362,1,1,12.888777912392015,2017-05-23
42,QuackkAttackk,82845,173.01671276273922,12,178.20005028662462,116.0,-10,0,0.0,2017-01-28
43,MarcosAzevedo,83236,171.70141826229016,21,117.06937238939642,212.67545266696044,-9,0,0.0,2017-04-15
44,BigBoss,69386,171.68615882625178,5,None,171.68615882625178,New Entry,New Entry,New Entry,2017-05-21
45,VillageIdiot,44663,171.06883634326516,13,188.1693979928728,114.06696417790641,-16,3,-12.289710181260574,2017-05-29
46,WardenDresden,36385,169.0475844036507,14,169.0475844036507,None,-11,0,0.0,2017-03-05
47,bo_sox48,38739,166.13345160589097,26,166.13345160589097,None,-19,11,-19.72356680229251,2017-05-25
48,Devonian,24341,165.15110972764572,16,173.78438810642515,127.74023675293483,-8,2,2.6430323183112705,2017-05-04
49,suprstar1072,77120,164.36980738807014,16,164.36980738807014,None,164,15,49.10463100641455,2017-05-31
50,Vallk,56746,162.90824848724552,43,192.035642544394,118.36046934101837,-4,1,4.004886335423777,2017-06-01
51,AlexNesta,19901,159.67713313134402,16,170.24188427781843,113.8965448299549,-3,3,4.6064837695668075,2017-05-28
52,Cptn.bigcox,83745,159.5008931794149,12,144.28427118960587,170.36990888642134,-7,0,0.0,2017-03-07
53,breaca,62512,157.81162105718667,18,157.81162105718667,None,-6,0,0.0,2017-01-17
54,Hapapop,63771,155.84638338945857,28,140.94719158731178,170.74557519160535,-13,6,-6.114466299362505,2017-05-25
55,chairman meow,81541,151.58536896781072,8,129.14200345458454,159.06649080555277,52,3,30.289818780519155,2017-05-13
56,josemurc,17667,150.29725128669844,15,153.11741810328598,131.96616697887927,52,6,29.0391807071276,2017-05-30
