Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,xorxes,42435,558.7503817380638,234,571.8848614029243,532.9802001171348,0,0,0.0,2019-01-05
2,RoganJosh,54642,537.3039661084972,102,589.8807713672742,254.70363784257106,0,5,-7.683607435242379,2019-03-28
3,CptMike,79656,520.8556893334106,553,564.3945015078924,451.8853279915914,0,5,-12.925336407802547,2019-03-23
4,cspieker,41816,520.6491064047314,242,548.4467942808925,472.86206994346566,0,0,0.0,2019-02-01
5,quarryman,44661,483.5484325286165,254,550.3391197270133,257.84197234093074,0,0,0.0,2018-11-14
6,MadMarx,5210,442.41406208564825,109,471.0794690085632,340.89074590032425,0,1,4.098519760115039,2019-03-18
7,genghiz,64274,420.3332335308354,88,459.96221205783144,191.7045112597044,1,0,0.0,2018-12-18
8,Bob Al Hubob,55540,415.75632594064814,327,457.788494457812,324.34656139846635,1,5,11.028444913796136,2019-03-11
9,mhsmith0,75803,397.6507677281449,126,446.52358773965886,315.5028362194299,-2,2,-24.967205814411443,2019-03-18
10,Theoneandonly,99646,396.03194948038794,159,424.1882028304865,338.0950435484544,5,13,46.8971924174852,2019-03-31
11,Nealkochhar,83727,387.6830208569375,1240,421.78317426296076,339.67795052806974,2,1,9.422365614816101,2019-03-23
12,brkyzgn,68900,377.3732870110859,283,426.269727526157,312.846017151033,0,6,-0.9754621734003308,2019-03-10
13,breaca,62512,374.90858573699245,252,367.2825437481187,383.9935227150421,-2,2,-11.830576076674731,2019-03-02
14,SplitDiplomat,36887,373.8652231089678,151,392.93487583444704,72.98848010696317,-4,1,-21.955657174048724,2019-03-16
15,dipperjay,94938,349.20467717286573,116,367.61820607634553,326.54187236858286,3,2,9.253707388513078,2019-03-24
16,whaskell,41053,342.15938260356967,352,341.55595045066667,343.28284571751107,-2,32,-16.293941236141507,2019-03-31
17,bozotheclown,11401,340.7018746370516,93,359.37190213388277,287.025545583662,0,0,0.0,2018-10-12
18,badivan1,90932,324.8516439617264,135,338.5435275488673,294.53390173305723,1,0,0.0,2018-11-02
19,michaelf77,62430,319.3020564925924,509,319.05363233324914,319.65291146645166,5,21,35.7860258554436,2019-03-29
20,wokulski1,102787,310.97320764396943,164,337.2853832153715,284.0113487251254,-4,37,-33.253304886929584,2019-03-27
21,swordsman3003,36106,302.34084307783905,107,318.84581455221434,263.657316184772,-1,0,0.0,2018-12-22
22,CCR,85914,292.4963290122742,66,357.69079174251135,88.76363298028305,-1,0,0.0,2018-10-29
23,Chupacabra,50823,291.8490729693806,686,293.18755308892185,109.548080687862,-1,0,0.0,2019-02-20
24,SpaceDip,71674,285.2893582763558,292,298.4530577914982,178.33429971582393,-1,0,0.0,2019-02-04
25,stranger,41240,275.7442651458021,166,291.2863897540737,130.0368469432559,21,12,75.99431344532474,2019-03-22
26,muzzimo.l,94191,270.1120184928745,72,262.8896446390447,277.74709942406594,0,0,0.0,2018-12-16
27,Puddle,5650,266.6340269607876,75,270.4131534682491,261.5558257163862,124,55,150.10080697850535,2019-03-29
28,dagabs0,54191,264.42470064819133,58,288.2866983407286,115.2872150698334,-1,0,0.0,2018-11-07
29,Ezio,81514,259.84618870387374,179,256.8627017041197,263.79834031393756,-1,0,0.0,2018-10-21
30,FM Roark,56533,259.3696272659959,47,252.99915944039347,267.2568731453132,-1,0,0.0,2018-10-28
31,90kicvesb,103248,258.4490947610004,43,253.74936770735712,268.184243657833,17,21,60.26689608619239,2019-03-31
32,Maximus c23,70114,249.3874982217038,32,272.45557207259225,124.8198994269061,20,4,60.107374517645354,2019-03-26
