Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,CptMike,79656,346.43496762927714,113,405.92027288170175,237.87428554360213,0,44,24.0827421095737,2017-03-31
2,xorxes,42435,344.3646455408838,64,350.59131137319446,336.358932327913,0,14,29.812678421485202,2017-03-21
3,svkrIs,83933,321.78681802320045,122,360.5948015625902,163.3208852373592,5,39,82.48218529113382,2017-03-30
4,Nealkochhar,83727,306.28073663978074,223,318.8982810040035,281.8757495142446,36,73,154.27190189687693,2017-03-30
5,cspieker,41816,282.556614522572,75,283.53629593009254,281.6522932233222,1,8,28.133012924013315,2017-03-27
6,Peregrine Falcon,51170,275.10156513295516,34,290.5728574362159,159.06687285849966,-1,10,9.259977829181992,2017-03-27
7,ghug,37168,271.578493664859,33,290.57464554715926,220.9220886453917,-3,3,5.713850154382271,2017-03-27
8,Djantani,83442,266.32942067661537,41,266.32942067661537,None,-5,1,-19.2929411370024,2017-03-05
9,Ezio,81514,259.7145034698677,56,239.56991819794968,293.2888122563977,-2,1,6.605961060383521,2017-03-10
10,Balki Bartokomous,70552,248.59982576585767,47,248.5998257658577,None,-1,4,21.041953441406008,2017-03-31
11,goldfinger0303,28372,248.03724127868955,16,268.9895301437768,101.37121922307897,2,4,53.04699198935805,2017-03-23
12,genghiz,64274,241.1744272027338,12,241.1744272027338,None,-1,3,28.093424410989144,2017-03-19
13,brkyzgn,68900,229.3089519243358,50,268.40385880171203,186.95613614051152,2,17,39.42076516596421,2017-03-30
14,KangtheConquerer,72696,224.63473526267194,167,253.8041493370932,192.91299745673882,-4,37,11.21272488421377,2017-03-30
15,michaelf77,62430,214.36983763759798,123,175.82783823044667,227.9230681983545,22,72,60.15309341412109,2017-03-31
16,zultar,33599,204.42342290455446,15,220.98135641508262,96.7968550861213,-2,1,10.698785855028262,2017-03-17
17,captainmeme,41379,201.97524359501332,13,209.0015754394322,117.65926146198677,8,3,30.359897191870573,2017-03-31
18,stranger,41240,192.80999363716109,32,206.6405598843536,132.87753989932685,328,31,107.95659478379967,2017-03-29
19,bozotheclown,11401,190.85908268138905,17,198.89523658066327,164.7415825087479,32,8,56.172264119530325,2017-03-29
20,Merirosvo,20200,189.3951914706663,6,189.3951914706663,None,-4,0,0.0,2017-01-24
21,Jeff Kuta,63124,189.2447918845666,75,211.39694454753194,157.8030268145513,1,9,14.303043490769824,2017-03-17
22,peaceinourtime,53717,187.44720960070342,249,150.45506703735202,218.1833280540763,-1,15,12.313113574397562,2017-03-09
23,VillageIdiot,44663,183.35854652452574,10,204.70477108285206,97.97364829122044,1,1,11.566415920145431,2017-03-05
24,principians,28666,182.71102252002132,16,212.74129388910305,132.6605702382184,-6,0,0.0,2017-02-12
25,yassem,41088,179.9647727295421,61,139.54067278933826,224.570676111836,-6,0,0.0,2017-02-22
26,Devonian,24341,175.35293920186692,13,188.46355923235973,103.24452903415632,-6,0,0.0,2017-02-02
27,QuackkAttackk,82845,173.01671276273922,12,178.20005028662462,116.0,-4,0,0.0,2017-01-28
28,WardenDresden,36385,169.0475844036507,14,169.0475844036507,None,-16,2,-29.17829569237327,2017-03-05
29,Wadatumi,83311,168.01220707552244,42,168.59147450827427,167.23985049851996,-2,2,-0.8720095977611493,2017-03-22
30,slypups,81525,164.77065581791527,18,169.1386631793175,129.82659692669756,-13,3,-18.33696749625682,2017-03-20
31,SplitDiplomat,36887,164.68008711719844,28,196.61417182412427,68.87783299642095,13,4,21.034978096529073,2017-03-24
32,Zybodia,22224,164.43176278303736,10,164.43176278303736,None,63,5,47.06025532178042,2017-03-29
33,SantaClausowitz,2497,163.92433890215048,36,165.1417929642873,121.313446727362,-4,0,0.0,2017-02-20
34,Vallk,56746,163.84733985707805,41,192.035642544394,114.98761519906368,2,4,9.410926932764397,2017-03-28
35,foraccio,31787,163.46637177150006,35,102.87557527396278,181.41920036336293,New Entry,New Entry,New Entry,2017-03-27
36,MarcosAzevedo,83236,163.34604691165637,20,117.06937238939642,201.2087806116872,-2,1,8.663792340714963,2017-03-01
37,AlexNesta,19901,162.3228521604183,11,169.20888434936188,131.33570731017224,9,4,22.716874777846698,2017-03-30
38,Hapapop,63771,160.95960876886735,21,146.58758005894865,169.80393412881736,3,6,8.96377051871886,2017-03-10
39,MrcsAurelius,37025,159.99618711262934,14,159.99618711262934,None,0,4,7.315014296074139,2017-03-27
