Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,xorxes,42435,558.7503817380638,234,571.8848614029243,532.9802001171348,0,0,0.0,2019-01-05
2,RoganJosh,54642,544.9875735437396,97,589.8807713672742,194.004390559741,0,0,0.0,2018-12-04
3,CptMike,79656,533.7810257412132,548,564.3945015078924,484.12567509573836,0,3,-5.432960385286606,2019-02-28
4,cspieker,41816,520.6491064047314,242,548.4467942808925,472.86206994346566,0,1,-3.0888870924677576,2019-02-01
5,quarryman,44661,483.5484325286165,254,550.3391197270133,257.84197234093074,0,0,0.0,2018-11-14
6,MadMarx,5210,438.3155423255332,108,471.0794690085632,317.23146545346566,0,6,-6.293576934349346,2019-02-22
7,mhsmith0,75803,422.61797354255634,124,472.9307971716161,337.3049247802377,1,3,5.505925462459004,2019-02-25
8,genghiz,64274,420.3332335308354,88,459.96221205783144,191.7045112597044,-1,0,0.0,2018-12-18
9,Bob Al Hubob,55540,404.727881026852,322,450.6427038225683,302.7969744203618,1,7,10.742068059330506,2019-02-28
10,SplitDiplomat,36887,395.82088028301655,150,416.42720369850935,72.98848010696317,-1,1,-10.661373061964355,2019-02-13
11,breaca,62512,386.7391618136672,250,389.0780395643477,383.9935227150421,0,0,0.0,2019-01-27
12,brkyzgn,68900,378.3487491844862,277,434.2128930746683,304.17618838911835,0,11,-0.3813214471378501,2019-02-20
13,Nealkochhar,83727,378.2606552421214,1239,421.78317426296076,316.87188814074284,1,4,7.999405511848806,2019-02-22
14,whaskell,41053,358.4533238397112,320,402.65459342200484,278.5808542436367,15,44,94.56691512540493,2019-02-28
15,Theoneandonly,99646,349.13475706290274,146,367.3805100094063,314.10291140561606,6,4,34.57196158320346,2019-02-09
16,wokulski1,102787,344.226512530899,127,351.08375413770636,337.0374689108591,-3,9,-32.3472260504297,2019-02-28
17,bozotheclown,11401,340.7018746370516,93,359.37190213388277,287.025545583662,0,0,0.0,2018-10-12
18,dipperjay,94938,339.95096978435265,114,351.1973095524176,326.54187236858286,-2,6,-13.850170211410159,2019-02-27
19,badivan1,90932,324.8516439617264,135,338.5435275488673,294.53390173305723,1,0,0.0,2018-11-02
20,swordsman3003,36106,302.34084307783905,107,318.84581455221434,263.657316184772,2,0,0.0,2018-12-22
21,CCR,85914,292.4963290122742,66,357.69079174251135,88.76363298028305,2,0,0.0,2018-10-29
22,Chupacabra,50823,291.8490729693806,686,293.18755308892185,109.548080687862,3,1,9.47516794779699,2019-02-20
23,SpaceDip,71674,285.2893582763558,292,298.4530577914982,178.33429971582393,4,1,16.803233159358285,2019-02-04
