Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,xorxes,42435,463.04245546959424,171,482.17928418957104,414.0043318746539,1,12,10.018140543514505,2018-02-18
2,Nealkochhar,83727,433.03816491843565,834,450.27103291039793,404.9328250072543,4,53,47.76073707790084,2018-02-28
3,Djantani,83442,432.1867471123509,85,432.1867471123509,None,1,0,0.0,2017-12-16
4,CptMike,79656,430.7966246145305,399,437.8148689106413,418.23249496554905,-1,8,-10.555641558756122,2018-02-17
5,MadMarx,5210,419.34222089503555,50,431.27478863367963,132.96059516757936,-4,6,-38.59726480851481,2018-02-23
6,cspieker,41816,409.50931667767225,164,433.6832394900984,361.6009969221367,-1,9,7.605119314903675,2018-02-21
7,SplitDiplomat,36887,353.50902061444793,136,373.38842899686813,72.98848010696317,0,5,-1.4343111022303106,2018-02-26
8,RoganJosh,54642,351.49815469606705,29,351.49815469606705,None,5,5,49.84020020339682,2018-02-27
9,genghiz,64274,341.6493732878524,52,349.90789228293977,135.1863984106679,-1,6,-12.276302243191935,2018-03-01
10,Peregrine Falcon,51170,336.5807077599832,67,347.8514274362679,159.06687285849966,2,2,23.644142721867127,2018-02-04
11,zultar,33599,331.0907763687446,38,364.26034376054054,154.18641694583314,-2,0,0.0,2017-10-02
12,snowy801,82888,330.10979465095517,175,364.73606152751006,162.74950474760664,-2,0,0.0,2017-12-22
13,captainmeme,41379,321.8162341782152,51,325.8993736325398,117.65926146198677,-2,0,0.0,2018-01-18
14,brkyzgn,68900,314.4989977446294,171,348.7521607161429,278.182391220615,14,25,55.920268016029524,2018-02-28
15,swordsman3003,36106,312.2942234174972,70,330.38052561602854,272.83320043888335,-1,3,15.39312327810569,2018-02-25
16,bozotheclown,11401,304.1875790756863,62,314.3425508609044,269.37053295493865,0,4,16.84868422439007,2018-02-24
17,CCR,85914,297.0527878057014,49,356.92508236678003,131.2525874827144,0,12,10.191205743170656,2018-02-25
18,Devonian,24341,289.21411627954353,36,270.58843548998465,310.03105363258,-3,0,0.0,2017-12-29
19,Ezio,81514,286.95337040341,140,217.71202532648084,379.27516383931555,2,8,8.788548085687239,2018-02-22
20,svkrIs,83933,282.7061513583774,251,285.6287441086909,265.8025068025099,0,1,1.9308388022509462,2018-02-22
21,goldfinger0303,28372,282.2827732622485,61,318.775557182194,116.40648271704137,-3,1,0.19284346103154348,2018-02-28
22,ryanrogers,39770,273.4180028508856,122,282.5358812427248,158.93797415334862,1,0,0.0,2017-12-10
23,ThorondorNL,81761,269.2552654633739,47,269.2552654633739,None,1,0,0.0,2017-12-04
24,josemurc,17667,264.603849997471,39,271.77345448496243,131.96616697887927,1,0,0.0,2017-12-25
25,!,75336,264.09406269771364,34,307.45497626770714,143.64708055884287,-3,2,-11.43278983794977,2018-02-25
26,Bob Al Hubob,55540,259.83396246035835,160,271.9895350999415,239.02527031463129,0,3,-2.6726022033029153,2018-02-26
27,Lando Calrissian,19131,255.04102073208662,102,258.5861945989998,77.7823273864282,2,4,1.8337021881366127,2018-02-22
28,SpaceDip,71674,251.98226985892063,186,258.7006256685889,133.7392076087592,524,25,159.82154648879697,2018-02-28
29,breaca,62512,248.4243364130852,114,266.24030880241844,223.0270991772272,14,29,39.41905242910818,2018-02-27
30,Roadhog,80549,248.1801401771254,351,322.7591604381296,139.7015652520284,-11,69,-32.695969420814606,2018-02-27
31,dipperjay,94938,247.47357505754,40,303.43701965248647,191.51013046259345,286,24,134.62877833951651,2018-02-24
32,badivan1,90932,243.94859576795002,39,230.98948868707362,260.7192049314371,25,17,63.42108943328151,2018-02-28
