Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,cspieker,41816,551.7993068987982,237,582.9692612240987,497.07066616484053,3,8,32.98720586497302,2018-12-21
2,RoganJosh,54642,544.9875735437396,97,589.8807713672742,194.004390559741,-1,2,-33.46552345812472,2018-12-05
3,xorxes,42435,535.8701817309936,232,537.3623944597182,532.9802001171348,-1,2,-21.1088761080116,2018-12-21
4,CptMike,79656,534.2224131281251,536,558.5311078750627,494.0288287445749,-1,12,12.867024474378582,2018-12-25
5,quarryman,44661,483.5484325286165,254,550.3391197270133,257.84197234093074,0,0,0.0,2018-11-15
6,MadMarx,5210,421.0443742557061,98,453.66755843630926,276.0524445641364,0,2,1.845676737147926,2018-12-28
7,genghiz,64274,420.3332335308354,88,459.96221205783144,191.7045112597044,2,4,18.79799642338071,2018-12-18
8,SplitDiplomat,36887,413.54592119495277,147,435.75618909199557,72.98848010696317,-1,0,0.0,2018-11-08
9,Bob Al Hubob,55540,403.9907553048918,298,467.93958053626284,269.4317688805486,3,11,30.88740049329226,2018-12-31
10,brkyzgn,68900,383.552860857526,261,425.61467263211085,327.5956291216944,0,5,-5.719314999641483,2018-12-17
11,breaca,62512,376.8933949736076,243,360.2345123410257,396.0584811880822,0,7,-7.112157116309902,2018-12-30
12,mhsmith0,75803,373.396486690423,110,434.3019425996775,257.9966754939406,1,8,12.149482320254833,2018-12-31
13,Nealkochhar,83727,365.5331340697367,1186,374.79079336546374,352.2454464974304,7,37,50.52572861617,2018-12-31
14,Theoneandonly,99646,349.55689015630037,116,382.90897000378436,290.7937018535906,4,31,23.748257740092413,2018-12-31
15,dipperjay,94938,340.7525064131337,106,366.0572675832792,313.46305809238856,-1,4,-7.539701192937628,2018-12-26
16,bozotheclown,11401,340.7018746370516,93,359.37190213388277,287.025545583662,-1,0,0.0,2018-10-12
17,captainmeme,41379,340.3022898607472,52,344.66783943719344,117.65926146198677,-1,0,0.0,2018-08-12
18,snowy801,82888,334.48510828871923,179,369.06274658558755,162.74950474760664,-1,0,0.0,2018-07-04
19,Roadhog,80549,327.16212037951294,898,393.90067799485996,239.8358329085319,2,63,24.48965707782105,2018-12-31
20,badivan1,90932,324.8516439617264,135,338.5435275488673,294.53390173305723,-1,0,0.0,2018-11-03
21,Chupacabra,50823,318.1205849481374,656,319.72252430497514,109.548080687862,-13,27,-90.41801807509017,2018-12-31
22,michaelf77,62430,315.89148360667184,426,337.31387940075376,290.02921303661435,1,7,18.135346747710855,2018-12-21
23,swordsman3003,36106,302.34084307783905,107,318.84581455221434,263.657316184772,-1,1,3.976117804156786,2018-12-23
24,SpaceDip,71674,295.3997206952351,281,308.1058869095838,192.93063832145558,4,17,25.53019418168634,2018-12-30
25,CCR,85914,292.4963290122742,66,357.69079174251135,88.76363298028305,-1,0,0.0,2018-10-30
26,goldfinger0303,28372,287.0124640820843,89,339.2145023568646,81.10442422045097,-1,0,0.0,2018-08-19
27,stranger,41240,277.1182151152044,144,295.50338613669794,130.0368469432559,0,1,7.09552120196571,2018-12-02
28,muzzimo.l,94191,270.1120184928745,72,262.8896446390447,277.74709942406594,New Entry,New Entry,New Entry,2018-12-17
29,dagabs0,54191,264.42470064819133,58,288.2866983407286,115.2872150698334,0,0,0.0,2018-11-08
30,josemurc,17667,261.95672595281474,45,268.0027984632303,131.96616697887927,0,0,0.0,2018-08-13
31,Ezio,81514,259.84618870387374,179,256.8627017041197,263.79834031393756,1,0,0.0,2018-10-22
32,FM Roark,56533,259.3696272659959,47,252.99915944039347,267.2568731453132,1,0,0.0,2018-10-29
33,Lando Calrissian,19131,251.09028400973622,130,262.9000456949242,144.80242884304457,1,0,0.0,2018-09-11
34,wokulski1,102787,250.8991710837363,66,228.9863745070624,271.5229796264881,24,42,62.3602315668858,2018-12-31
35,whaskell,41053,244.2464433275326,225,227.48218112065365,269.8637428796173,-4,53,-15.636635724284275,2018-12-31
36,mokkacreme,92870,237.11007619278294,97,297.4917472494408,147.31169359570194,-1,1,2.460042131831642,2018-12-07
37,OlekMarek,82928,227.17159226798168,17,236.11981678473055,84.0,0,0,0.0,2018-11-21
38,Foxcastle,92993,222.03154371423616,118,233.82338930078157,156.52129045565056,9,6,20.43450046709887,2018-12-15
39,VillageIdiot,44663,222.01679790400922,23,241.48322592429616,129.5512648076463,1,0,0.0,2018-08-22
40,rdrivera2005,16691,221.98262291797326,75,228.62839039716553,202.39509771614328,-2,3,-3.5003515565966836,2018-12-28
41,svkrIs,83933,218.76690613620542,282,218.608616109047,219.5013718622204,0,0,0.0,2018-09-29
42,!,75336,217.47102555136235,43,261.20437485285214,116.5479117786936,-6,2,-11.480262935409087,2018-12-16
43,peaceinourtime,53717,216.9415398335079,477,211.72963798340632,221.18240293587195,-4,33,-6.314863921677357,2018-12-29
44,Yoyoyozo,65915,216.27307512019374,71,229.70153419099975,39.01741538555451,-2,0,0.0,2018-09-19
45,BananaFang,19363,210.01168225282348,22,244.34312623811977,136.44430228433148,7,2,15.995532245502744,2018-12-08
46,Garagenpunk,76340,209.34209035287702,65,230.26520883771235,171.1346565979604,-3,2,1.1767694463116811,2018-12-24
47,FerretMan,96900,209.23066012073235,33,217.74656430559804,77.23414525531423,12,5,21.76236746383799,2018-12-24
48,MarcosAzevedo,83236,208.9144054037897,27,116.62107993605673,272.3660666628561,1,1,7.684446392945887,2019-01-01
49,nguyenmt,98662,205.67812466430027,78,262.6953682944794,127.92733789587416,-4,0,0.0,2018-10-08
50,teacher2,97050,203.69129486102327,123,207.16269808129528,194.2238315330087,-4,0,0.0,2018-07-08
51,bo_sox48,38739,201.42061436911226,44,201.42061436911226,None,-3,0,0.0,2018-09-18
52,GEN.NEDROW,94936,199.0665239265641,15,202.3979712387141,195.25915556982125,-2,0,0.0,2018-11-11
53,MaxVax,34476,196.4114928767204,32,119.41269497454715,236.7441965397635,-2,0,0.0,2018-08-28
54,raiku770,75142,192.92843400612296,61,110.46693545546142,262.8957661097146,-1,0,0.0,2018-07-16
55,The world is just one big pota,98801,191.95528598835412,21,206.81785689515092,144.3950590866044,0,0,0.0,2018-10-07
56,glo2018,79356,189.33265844896877,51,191.4280290756513,170.05524868348934,0,0,0.0,2018-07-29
57,Javatiger,86168,183.33371915430646,46,123.65867392270688,221.69624823176332,-3,1,-9.418977716829403,2018-12-06
58,Maximus c23,70114,181.69803389362482,20,200.65741204919775,124.8198994269061,-1,3,-7.630208259856488,2018-12-26
59,too tall jones,52308,181.4977942925422,44,196.8661212569579,166.1294673281265,1,0,0.0,2018-07-06
60,AnusGrouch,100566,180.77395855488246,10,196.05074444013846,145.12812482261847,1,0,0.0,2018-09-25
61,bwtcf,84058,179.56078752977018,33,217.3066684527089,144.0352525434749,1,0,0.0,2018-07-29
62,carlos.h,93753,175.42850053016096,25,136.43402540877602,211.42340064220866,New Entry,New Entry,New Entry,2018-12-14
63,AviF,42014,171.15497864873672,14,171.15497864873672,None,0,0,0.0,2018-09-08
64,Power Behind The Throne,100451,170.60135138531476,22,177.03436942913572,159.34356980862805,30,4,31.787298923301933,2018-12-29
65,Vavi&scaron;ko,95834,168.95693844656802,8,168.95693844656802,None,0,0,0.0,2018-10-27
66,Rhinos,58143,166.12200319534594,11,204.9931696977766,119.47660339242911,0,0,0.0,2018-10-05
67,SuperDuperPooperScooper,99357,165.29887205729742,28,169.9524521551891,160.64529195940574,1,0,0.0,2018-07-12
68,derBleede,63095,165.18641201279138,18,165.87201957535726,164.10902870018788,1,0,0.0,2018-07-20
69,jrm115,98713,164.5504494754014,23,126.0852512718929,224.38520223641464,1,0,0.0,2018-09-27
70,jwoelmer2,94380,163.83335913080063,43,150.22967627672622,176.81869276423527,1,0,0.0,2018-08-18
71,i7evil,63529,162.67635963859078,11,187.32984157749846,119.53276624550232,1,0,0.0,2018-11-20
72,Little Mergner,91752,161.71288815152374,12,163.06422031130964,159.0102238319519,1,0,0.0,2018-09-18
73,Hydra07,102092,160.13336450927457,9,169.6500350729339,84.0,-9,1,-9.516670563659318,2018-12-04
74,Wadatumi,83311,159.48819199649412,59,146.77528112055757,179.3866611936122,1,0,0.0,2018-10-28
75,czechveck,12871,159.33432404272781,40,143.95542903982957,178.13075126849236,4,1,5.272586704090088,2018-12-10
76,Josafina,93569,156.47656264676195,23,161.03281280355836,134.834374401979,0,0,0.0,2018-11-18
77,Wmoore,76891,154.45963706983787,11,173.67288975202405,68.0,0,0,0.0,2018-10-28
78,DaButterMan,100010,151.57071242059087,22,111.15715665954613,191.98426818163557,3,0,0.0,2018-11-30
79,lrussell97,99887,151.50918380084053,7,171.02936995980804,102.7087184034218,3,0,0.0,2018-07-14
80,Miguel1612,67676,151.00753433590478,13,151.00753433590478,None,3,0,0.0,2018-07-03
81,MakTub,51868,150.19677977194698,30,86.2835591496239,182.15339008310852,3,0,0.0,2018-09-30
82,Ruisdael,29626,149.87049020998495,9,158.90371241445678,142.64391244640748,3,0,0.0,2018-09-18
83,Eric1984,100949,148.91234902588036,9,149.37738127334552,148.54032322790823,3,0,0.0,2018-11-06
84,Bonaparte23,46942,147.30926380954512,8,152.36978741725295,142.24874020183728,3,0,0.0,2018-10-06
85,KalelChase,30452,145.0588097585618,15,158.99585626507712,117.1847167455312,10,3,6.4933742896657805,2018-12-28
86,Ayreon,21834,144.86559844530046,11,144.86559844530046,None,New Entry,New Entry,New Entry,2018-12-01
87,Twinky,90988,142.3912045759363,27,134.66259224598363,152.05196998837718,2,0,0.0,2018-07-17
