Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,RoganJosh,54642,550.4516881670519,121,617.3426944331565,306.0422421947462,0,2,18.487760623304666,2020-05-13
2,badivan1,90932,469.061375828674,208,507.8313606303399,339.82809315645443,1,10,12.527058398806332,2020-05-30
3,MadMarx,5210,459.5823429232904,125,482.20438207298156,384.69559263465754,2,5,12.342667115908512,2020-05-25
4,quarryman,44661,449.7101018738621,265,518.7317661223088,218.88355258397473,0,0,0.0,2019-12-05
5,CptMike,79656,432.22101437321516,597,460.6851644995302,386.47949801302315,2,2,12.09746672724259,2020-05-31
6,Theoneandonly,99646,429.67766054222795,379,434.3458015194095,419.47836092821785,-4,11,-30.542856828030665,2020-05-26
7,90kicvesb,103248,413.9368238159297,132,419.46935096314695,404.25490130829957,1,0,0.0,2020-02-25
8,SplitDiplomat,36887,412.53397952730717,162,432.5072441990921,72.98848010696317,3,4,14.450635085449449,2020-05-31
9,svkrIs,83933,411.4474808385472,330,442.31898645812714,242.5621853902569,5,4,34.74828687062916,2020-05-17
10,mhsmith0,75803,403.45628433535353,140,450.20838148619055,316.63096105522766,-1,3,0.719206012183065,2020-05-24
11,genghiz,64274,401.87696695525335,102,432.576314416401,191.7045112597044,-5,4,-34.08569332345877,2020-05-17
12,brkyzgn,68900,393.2469997752928,301,435.9118760729779,334.7927598083856,1,9,11.848827293483282,2020-05-09
13,Bob Al Hubob,55540,388.4833445911192,409,413.8127005698423,331.59280695636784,-3,1,-12.701430997430975,2020-05-05
14,bozotheclown,11401,382.953729261348,101,412.85342287517216,287.025545583662,1,2,13.87640707997258,2020-05-17
15,dipperjay,94938,376.9698807895833,127,411.933299961477,326.54187236858286,-3,2,-9.671992087846377,2020-05-17
16,Roadhog,80549,373.69654591258484,1562,437.9496668807329,292.0726684036294,0,50,14.087349725723357,2020-05-31
17,Nealkochhar,83727,353.57947853260146,1249,365.50046774335294,336.75661537997735,0,0,0.0,2020-04-11
18,teccles,106157,353.56521874376256,54,400.464835108052,205.6510440563882,1,2,22.42993074702582,2020-05-10
19,breaca,62512,341.53609661796656,267,286.76034978065695,406.63841867870343,New Entry,New Entry,New Entry,2020-05-18
20,captainmeme,41379,339.57666986791276,57,343.53948073230424,117.65926146198677,-2,0,0.0,2020-01-20
