Rank,Player,PlayerID,Overall Rating,Games Played,FvA Rating,GvI Rating,ChangeRank,ChangeGames,ChangeRating,Last Game Date
1,xorxes,42435,558.7503817380638,234,571.8848614029243,532.9802001171348,0,0,0.0,2019-01-06
2,RoganJosh,54642,544.9875735437396,97,589.8807713672742,194.004390559741,0,0,0.0,2018-12-05
3,CptMike,79656,532.609371852693,547,564.3945015078924,480.80572303965175,0,2,-6.60461427380676,2019-02-22
4,cspieker,41816,520.6491064047314,242,548.4467942808925,472.86206994346566,0,1,-3.0888870924677576,2019-02-02
5,quarryman,44661,483.5484325286165,254,550.3391197270133,257.84197234093074,0,0,0.0,2018-11-15
6,MadMarx,5210,438.3155423255332,108,471.0794690085632,317.23146545346566,0,6,-6.293576934349346,2019-02-22
7,mhsmith0,75803,422.61797354255634,124,472.9307971716161,337.3049247802377,1,3,5.505925462459004,2019-02-26
8,genghiz,64274,420.3332335308354,88,459.96221205783144,191.7045112597044,-1,0,0.0,2018-12-18
9,Bob Al Hubob,55540,401.4934621415504,321,446.1525063592828,302.7969744203618,1,6,7.507649174028927,2019-02-28
10,SplitDiplomat,36887,395.82088028301655,150,416.42720369850935,72.98848010696317,-1,1,-10.661373061964355,2019-02-13
11,breaca,62512,386.7391618136672,250,389.0780395643477,383.9935227150421,0,0,0.0,2019-01-28
12,brkyzgn,68900,378.3487491844862,277,434.2128930746683,304.17618838911835,1,11,-0.3813214471378501,2019-02-21
13,Nealkochhar,83727,378.2606552421214,1239,421.78317426296076,316.87188814074284,1,4,7.999405511848806,2019-02-23
14,whaskell,41053,365.70074721354894,319,414.1479072065734,278.5808542436367,12,46,93.90135586424174,2019-02-28
15,Theoneandonly,99646,349.13475706290274,146,367.3805100094063,314.10291140561606,6,4,34.57196158320346,2019-02-10
16,wokulski1,102787,341.12567832978954,126,345.0861312043784,337.0374689108591,-4,10,-41.20434666888565,2019-03-01
17,bozotheclown,11401,340.7018746370516,93,359.37190213388277,287.025545583662,1,0,0.0,2018-10-12
18,dipperjay,94938,339.95096978435265,114,351.1973095524176,326.54187236858286,-1,7,-6.902554330102134,2019-02-28
19,badivan1,90932,324.8516439617264,135,338.5435275488673,294.53390173305723,1,0,0.0,2018-11-03
20,swordsman3003,36106,302.34084307783905,107,318.84581455221434,263.657316184772,2,0,0.0,2018-12-23
21,CCR,85914,292.4963290122742,66,357.69079174251135,88.76363298028305,2,0,0.0,2018-10-30
22,Chupacabra,50823,291.8490729693806,686,293.18755308892185,109.548080687862,3,1,9.47516794779699,2019-02-21
23,michaelf77,62430,287.3084426154766,487,261.155444854905,323.2847614861167,-7,41,-70.45753265392204,2019-02-21
24,SpaceDip,71674,285.2893582763558,292,298.4530577914982,178.33429971582393,9,2,36.4206296740343,2019-02-05
25,Roadhog,80549,274.34245931586423,1002,278.21971587314545,269.1213292914223,-10,41,-90.51696115021457,2019-02-27
26,muzzimo.l,94191,270.1120184928745,72,262.8896446390447,277.74709942406594,1,0,0.0,2018-12-17
27,dagabs0,54191,264.42470064819133,58,288.2866983407286,115.2872150698334,1,0,0.0,2018-11-08
28,Ezio,81514,259.84618870387374,179,256.8627017041197,263.79834031393756,2,0,0.0,2018-10-22
29,FM Roark,56533,259.3696272659959,47,252.99915944039347,267.2568731453132,2,0,0.0,2018-10-29
30,Lando Calrissian,19131,251.09028400973622,130,262.9000456949242,144.80242884304457,2,0,0.0,2018-09-11
31,VillageIdiot,44663,245.6172356150985,26,266.7201393982716,129.5512648076463,5,1,12.98632626393973,2019-02-02
32,mokkacreme,92870,243.27008818680505,99,300.4781154908463,158.88824791334423,3,1,3.74595691953661,2019-02-06
33,OlekMarek,82928,227.17159226798168,17,236.11981678473055,84.0,4,0,0.0,2018-11-21
34,rdrivera2005,16691,221.98262291797326,75,228.62839039716553,202.39509771614328,4,0,0.0,2018-12-28
35,IceKingCold,76324,221.50607595567712,65,179.34725048070754,273.8411696487428,4,0,0.0,2019-01-27
36,svkrIs,83933,218.76690613620542,282,218.608616109047,219.5013718622204,5,0,0.0,2018-09-29
37,BananaFang,19363,217.988868736905,23,253.66461655990594,136.44430228433148,5,0,0.0,2019-01-17
38,!,75336,217.47102555136235,43,261.20437485285214,116.5479117786936,5,0,0.0,2018-12-16
39,Foxcastle,92993,217.15664707769173,123,227.55127964147022,156.52129045565056,-5,2,-29.794836778551854,2019-02-06
40,Yoyoyozo,65915,210.63906771918207,72,223.44665371422892,39.01741538555451,4,0,0.0,2019-01-23
41,GEN.NEDROW,94936,210.59771358716176,17,213.81432437869762,206.97902644668395,10,2,11.531189660597676,2019-02-04
42,Garagenpunk,76340,209.34209035287702,65,230.26520883771235,171.1346565979604,4,0,0.0,2018-12-24
43,FerretMan,96900,209.23066012073235,33,217.74656430559804,77.23414525531423,4,0,0.0,2018-12-24
44,MarcosAzevedo,83236,201.57474343767814,28,116.62107993605673,256.54476099755084,5,0,0.0,2019-01-11
45,bo_sox48,38739,201.42061436911226,44,201.42061436911226,None,5,0,0.0,2018-09-18
46,stranger,41240,199.74995170047737,154,207.83263051290885,130.0368469432559,-6,3,-19.186156276588093,2019-02-23
47,nguyenmt,98662,199.08803024293073,79,250.13809214408,127.92733789587416,1,1,-6.5900944213695425,2019-02-28
48,New England Fire Squad,96423,197.17749864436703,73,218.12202796781656,48.238623455392485,-3,14,-12.901205253120622,2019-02-17
49,The world is just one big pota,98801,191.95528598835412,21,206.81785689515092,144.3950590866044,4,0,0.0,2018-10-07
50,peaceinourtime,53717,191.0733169465295,512,190.6059745181514,191.4544827569088,4,0,0.0,2019-01-18
51,Maximus c23,70114,189.28012370405844,28,203.29321593822198,124.8198994269061,9,4,19.149000524585432,2019-02-23
52,90kicvesb,103248,186.2954441376051,20,185.33922645351896,188.07127697947936,192,17,78.81466204191395,2019-02-27
53,Javatiger,86168,183.33371915430646,46,123.65867392270688,221.69624823176332,2,0,0.0,2018-12-06
54,Power Behind The Throne,100451,181.8772079839365,32,194.5454798727242,157.69232528716,4,6,9.180003621985776,2019-02-26
55,AnusGrouch,100566,180.77395855488246,10,196.05074444013846,145.12812482261847,1,0,0.0,2018-09-25
56,carlos.h,93753,175.42850053016096,25,136.43402540877602,211.42340064220866,1,0,0.0,2018-12-14
57,JPlants,95704,171.93645901592535,15,185.2605756859759,145.2882256758242,New Entry,New Entry,New Entry,2019-02-17
58,AviF,42014,171.15497864873672,14,171.15497864873672,None,1,0,0.0,2018-09-08
59,Rhinos,58143,166.12200319534594,11,204.9931696977766,119.47660339242911,3,0,0.0,2018-10-05
60,jrm115,98713,164.5504494754014,23,126.0852512718929,224.38520223641464,3,0,0.0,2018-09-27
61,Little Mergner,91752,161.71288815152374,12,163.06422031130964,159.0102238319519,4,0,0.0,2018-09-18
62,Hydra07,102092,160.13336450927457,9,169.6500350729339,84.0,5,0,0.0,2018-12-04
63,Wadatumi,83311,159.48819199649412,59,146.77528112055757,179.3866611936122,5,0,0.0,2018-10-28
64,moses,21790,159.38902467069582,9,165.74966186132772,151.43822818240594,27,5,26.452497695803885,2019-02-23
65,Josafina,93569,156.47656264676195,23,161.03281280355836,134.834374401979,4,0,0.0,2018-11-18
66,Vavi&scaron;ko,95834,155.34587961929324,10,155.34587961929324,None,-5,2,-13.611058827274775,2019-02-23
67,i7evil,63529,154.86613052048943,13,181.68149869816818,111.96154143620342,-1,1,-6.099124026790122,2019-02-24
68,Wmoore,76891,154.45963706983787,11,173.67288975202405,68.0,2,0,0.0,2018-10-28
69,KalelChase,30452,154.02726685858815,17,169.37832940569518,117.1847167455312,2,0,0.0,2019-01-21
70,czechveck,12871,153.27728041827027,43,143.95542903982957,163.0430294813986,9,1,8.010755441621882,2019-02-04
71,Your Humble Narrator,38075,153.26840721502148,22,154.7491751346821,149.31969276259312,31,2,23.933479264688913,2019-02-22
72,DaButterMan,100010,151.57071242059087,22,111.15715665954613,191.98426818163557,0,0,0.0,2018-11-30
73,Longneck,103175,150.83710500722827,15,199.0253469637024,78.55474207251714,45,2,24.60280022055271,2019-02-21
74,MakTub,51868,150.19677977194698,30,86.2835591496239,182.15339008310852,-1,0,0.0,2018-09-30
75,Ruisdael,29626,149.87049020998495,9,158.90371241445678,142.64391244640748,-1,0,0.0,2018-09-18
76,DollarMenuDino,101952,149.7821627194111,15,173.14339498237098,103.0596981934913,16,1,16.992420178547576,2019-02-06
77,Eric1984,100949,148.91234902588036,9,149.37738127334552,148.54032322790823,-2,0,0.0,2018-11-06
78,Bonaparte23,46942,147.30926380954512,8,152.36978741725295,142.24874020183728,-2,0,0.0,2018-10-06
79,Ayreon,21834,144.86559844530046,11,144.86559844530046,None,1,0,0.0,2018-12-01
80,Interdigitated,102575,143.0486096238447,5,153.8107620298059,100.0,1,0,0.0,2019-01-09
81,et,81835,142.05486006279486,23,100.15807419915888,150.87523603408667,-3,5,-4.496037951783279,2019-02-24
82,Obscurity,13217,141.8257502377982,18,172.77731939349437,61.351670432988136,0,0,0.0,2018-12-12
83,Willem212,84313,138.37086524615128,4,145.8278203282017,116.0,New Entry,New Entry,New Entry,2019-02-23
84,Fluffy Freddo,100412,137.03470328421804,5,142.29337910527255,116.0,1,0,0.0,2018-12-12
85,Sigmania,103434,134.64350656187625,10,110.8701173735034,170.30359034443555,3,0,0.0,2019-01-23
86,nikhil,70313,132.65207464991354,23,135.18577824975256,128.71075793905285,7,0,0.0,2018-09-16
87,Spartan001,69981,132.62389079948522,11,135.50424556413392,131.54375776274196,7,0,0.0,2018-12-09
88,X3rxes,84875,132.24282753228837,8,141.9885240516614,116.0,7,0,0.0,2018-09-20
89,TamaraSlayer,62581,131.91676900487644,6,131.91676900487644,None,-12,1,-15.124552247166974,2019-02-13
90,SMoses0413,103928,131.263693206478,2,131.263693206478,None,79,1,15.263693206477996,2019-02-08
91,Statistician,104550,131.26005465395792,6,131.25823537769787,131.263693206478,New Entry,New Entry,New Entry,2019-02-27
92,Anno1585,67944,131.00525567448804,28,132.78096626466424,83.06106973973026,5,0,0.0,2018-11-28
93,Hellenic Riot,23172,130.63072088684712,61,135.46810826586707,115.79606625785257,5,0,0.0,2018-10-13
94,therhat,26320,130.53049847102452,2,130.53049847102452,None,5,0,0.0,2018-12-22
95,rannjohnson,42270,130.4847005549191,22,142.44002082484752,98.60384650177669,-11,1,-6.741687921616034,2019-02-13
96,bakay_ilya,86972,130.17941737917818,6,138.34620572884322,89.345475630853,4,0,0.0,2018-12-19
97,iramusa,82550,129.73861468997256,6,100.30071754972722,144.45756326009524,4,0,0.0,2019-01-21
98,chiselmaster,91940,129.28154447071185,41,136.49045182918093,120.07016284600131,5,0,0.0,2018-11-12
99,robodirge,98735,129.2497136665406,3,None,129.2497136665406,5,0,0.0,2018-11-03
100,Pudge,73366,129.1297151281839,7,119.04062938002082,136.69652943930623,5,0,0.0,2018-12-04
101,Quexut,76395,128.80942896074794,3,128.80942896074794,None,6,0,0.0,2018-11-19
102,Calmar,94115,128.63668196449058,27,134.2012694443766,104.152497052992,6,0,0.0,2019-01-28
103,jengamaster,63144,128.61700401367472,10,107.86112020486418,159.75082972689046,6,0,0.0,2019-01-07
104,Yaniv,7728,128.21339529590625,11,133.57448671943246,113.91715149983641,New Entry,New Entry,New Entry,2019-02-23
105,Tanteno,89708,128.0938360432042,10,130.4663343141223,122.55800674439527,5,0,0.0,2018-12-15
106,worcej,93680,128.05970707927344,7,128.05970707927344,None,5,0,0.0,2018-11-13
107,nagrotius,85884,127.9547186812723,6,130.53049847102452,126.66682878639618,5,0,0.0,2018-10-25
108,Kench,85045,127.6778464776784,15,142.6056664765837,105.2861164793204,5,0,0.0,2018-10-24
109,RaG,81021,127.32207647906071,4,131.3533188991646,115.228349218749,5,0,0.0,2018-11-05
