Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "Barn3tt"-"0", 20728, 503.834811750578, 641, 540.276446729225, 0, 24, 15.55225478938, 2013-03-31
2, "CSteinhardt"-"0", 43811, 429.315286018694, 100, 435.007907940988, 0, 0, 0, 2013-02-26
3, "SplitDiplomat"-"0", 36887, 419.928553044091, 711, 471.497617472579, 0, 25, 7.61440423952888, 2013-03-31
4, "Hellenic Riot"-"0", 23172, 414.380700619329, 73, 414.380700619329, 0, 1, 12.5611849643512, 2013-03-18
5, "uclabb"-"0", 5775, 376.814612229418, 29, 380.247175653324, 0, 0, 0, 2013-01-03
6, "Sargmacher"-"1", 32304, 317.195085840146, 343, 470.763357169726, 0, 0, 0, 2012-10-17
7, "Gen. Lee"-"0", 46077, 306.699878788291, 144, 308.405776497119, 0, 15, 4.80178228699015, 2013-03-30
8, "Filliam H Muffman"-"0", 36606, 271.796671968042, 147, 338.151405924126, 0, 0, 0, 2012-12-11
9, "EightfoldWay"-"0", 36909, 265.820815839111, 29, 266.117106583513, 0, 1, 4.78244799758971, 2013-03-06
10, "The Czech"-"0", 17724, 262.497801206119, 1237, 394.238428198112, 2, 24, 3.87517143497985, 2013-03-31
11, "damian"-"0", 8938, 260.478629636777, 57, 290.915009827804, -1, 0, 0, 2013-01-19
12, "cspieker"-"0", 41816, 260.302614902743, 175, 260.302614902743, 5, 4, 16.1074221849991, 2013-03-30
13, "Scmoo472"-"0", 32837, 260.133849360724, 91, 307.719334923278, -2, 0, 0, 2013-02-16
14, "NoFog"-"0", 38917, 256.333863681345, 88, 262.063268060997, -1, 0, 0, 2012-12-21
15, "ryanrogers"-"0", 39770, 256.240372101623, 230, 326.574573412985, 9, 21, 28.4240387136991, 2013-03-31
16, "rokakoma"-"0", 25125, 253.593579261006, 124, 262.653913110213, 0, 0, 0, 2012-11-03
17, "Noob179"-"0", 19657, 243.550230099403, 46, 261.414815103022, 1, 0, 0, 2012-11-16
18, "Lopt"-"0", 37625, 233.508602811894, 102, 270.499767684477, 23, 21, 35.5815463597247, 2013-03-31
19, "Partysane"-"0", 41415, 231.493652016779, 329, 274.474426329057, 1, 14, -9.81815548730876, 2013-03-29
20, "Azogar"-"1", 3149, 228.961924137931, 21, 228.961924137931, 1, 0, 0, 2012-12-25
21, "KaiserWilly"-"0", 24257, 228.533049450705, 45, 229.067803578702, 1, 0, 0, 2012-12-05
22, "2ndWhiteLine"-"0", 37127, 228.411893105862, 147, 262.776094075283, -8, 10, -26.3119499794563, 2013-03-28
23, "Frank"-"0", 21802, 226.936138598048, 207, 263.90377549665, 5, 6, 3.66599966179311, 2013-03-31
24, "shield"-"0", 44565, 226.685772307796, 69, 233.018906642277, 1, 0, 0, 2013-02-09
25, "JimTheGrey"-"0", 42422, 226.455244775696, 48, 228.847673179112, 1, 0, 0, 2013-01-23
26, "DeltaAjaxNiner"-"0", 50356, 225.089844433758, 30, 228.638391666918, 1646, 24, 146.923567548632, 2013-03-31
27, "Lando Calrissian"-"0", 19131, 224.42927688658, 809, 301.357898411371, -4, 5, -3.46337127124178, 2013-03-31
28, "Stressedlines"-"0", 38459, 224.379109234836, 125, 229.931849749464, Re-Entry, Re-Entry, Re-Entry, 2013-03-15
29, "Bohonk"-"0", 43473, 216.237547094795, 147, 216.237547094795, 39, 9, 44.6058908689625, 2013-03-31
30, "djbent"-"0", 11891, 214.718690436273, 19, 234.429942766876, 1, 0, 0, 2012-11-02
31, "KingRishard"-"0", 27787, 214.717849122063, 32, 214.717849122063, 1, 0, 0, 2013-02-03
32, "achillies27"-"0", 34802, 213.811451719398, 214, 272.262316189751, 1, 0, 0, 2012-10-29
33, "redsox2831"-"0", 19731, 210.778446469146, 44, 215.1834782831, 1, 0, 0, 2012-12-09
34, "Octavious"-"0", 23277, 210.359266785087, 69, 245.260588568595, Re-Entry, Re-Entry, Re-Entry, 2013-03-05
35, "Dudlajz"-"0", 18554, 208.088277930261, 156, 224.664398552729, 0, 0, 0, 2012-10-12
36, "Al Swearengen"-"1", 44671, 203.091963430476, 71, 217.269415330768, 1, 8, 2.28070978121562, 2013-03-27
37, "calebtarzwell@gmail.com"-"0", 44511, 199.794573615792, 34, 216.53405381056, 1, 0, 0, 2012-11-10
38, "Zmaj"-"0", 43830, 199.052146832159, 395, 200.622279798138, 2, 0, 0, 2012-11-21
39, "MinuTeineKasutaja"-"0", 21225, 196.41066514879, 126, 199.257196527758, 0, 1, -2.84653137896797, 2013-03-07
40, "askninjasks"-"0", 24693, 192.993284989334, 108, 210.998190991152, Re-Entry, Re-Entry, Re-Entry, 2013-03-18
41, "Tusky McMammoth"-"0", 21438, 192.767942008472, 30, 192.767942008472, 2, 0, 0, 2012-12-21
42, "jacobcfries"-"0", 40537, 192.255413012608, 46, 213.989324032661, 2, 0, 0, 2012-12-22
43, "poppyseed"-"1", 24403, 191.15276906321, 38, 191.15276906321, 2, 0, 0, 2013-01-08
44, "obiwanobiwan"-"0", 2575, 189.821456571519, 110, 189.821456571519, 2, 0, 0, 2012-10-21
45, "seth24c"-"0", 43472, 189.45410612792, 175, 189.45410612792, 5, 2, 4.63891226850532, 2013-03-31
46, "KalelChase"-"0", 30452, 188.093288340597, 47, 209.049965044229, 2, 0, 0, 2012-10-25
47, "Skittles"-"0", 39882, 187.632269079398, 76, 196.510126315994, 2, 0, 0, 2012-12-14
48, "Bilbo"-"0", 12259, 183.789266493118, 118, 213.133701411491, 4, 0, 0, 2013-01-12
49, "ghug"-"0", 37168, 183.236256058428, 31, 183.236256058428, 4, 0, 0, 2013-01-27
50, "fulhamish"-"0", 28562, 182.563165998838, 223, 208.955097304148, 8, 3, 4.60578538160965, 2013-03-31
51, "curtis"-"0", 18233, 182.550361357541, 743, 223.298270894091, -15, 29, -20.3230964656764, 2013-03-31
52, "Stany"-"0", 20755, 182.394472888318, 56, 192.213016731316, 2, 0, 0, 2012-10-09
53, "Per Olander"-"0", 28893, 182.154817017049, 73, 203.67718283699, -2, 1, -2.63992488430506, 2013-03-16
54, "Obscurity"-"0", 13217, 181.162535228789, 74, 198.767879710899, 1, 0, 0, 2013-01-02
55, "TheFlyingBoat"-"1", 34168, 180.126376849861, 163, 216.359467647775, Re-Entry, Re-Entry, Re-Entry, 2013-03-28
56, "May"-"0", 39912, 179.295091848187, 14, 183.654534795173, 0, 0, 0, 2013-01-09
57, "jcbryan97"-"0", 20896, 178.924869136014, 120, 228.991729241697, 0, 0, 0, 2013-02-25
58, "danielza"-"0", 50971, 178.577678477269, 35, 178.577678477269, 537, 34, 76.9426227718328, 2013-03-31
59, "Dharmaton"-"0", 17326, 178.475098067402, 601, 247.158542169813, 42, 28, 25.8437406126583, 2013-03-30
60, "gordonpup"-"0", 9016, 177.48344238096, 34, 188.240014646473, -13, 1, -10.7565722655127, 2013-03-29
61, "Fairfax"-"0", 46314, 177.242252617523, 104, 177.242252617523, -2, 0, 0, 2013-02-26
62, "Attavior"-"0", 15485, 176.841684589059, 18, 176.841684589059, -1, 0, 0, 2012-11-06
63, "Your Humble Narrator"-"0", 38075, 176.368807695959, 30, 176.368807695959, -1, 0, 0, 2013-01-13
64, "Rancher"-"0", 28079, 174.67438081961, 200, 176.932046208229, -1, 2, 0.230178505223364, 2013-03-18
65, "gramilaj"-"0", 29238, 174.253995402467, 88, 186.368112329641, -1, 0, 0, 2012-11-05
66, "chuyelchulo"-"0", 25394, 174.226703678481, 49, 189.310828628376, -1, 0, 0, 2012-12-06
67, "MichiganMan"-"0", 28108, 172.710636501789, 1062, 325.83735217893, 18, 2, 12.8142655964341, 2013-03-30
68, "joshildinho101"-"0", 39431, 172.181272391291, 80, 196.62562376761, -8, 2, -4.94322781388149, 2013-03-25
69, "DeathKorps"-"0", 19899, 171.70704500563, 35, 172.38038810749, -2, 0, 0, 2012-11-03
70, "Jowe"-"0", 37389, 171.335044339262, 189, 171.335044339262, -1, 0, 0, 2013-01-06
71, "moses"-"0", 21790, 171.17200662917, 78, 194.909719844114, -5, 1, -2.22234984996072, 2013-03-19
72, "yesule"-"0", 20319, 170.196503730602, 15, 170.196503730602, -1, 0, 0, 2013-01-25
73, "maltizok"-"0", 31022, 169.054938603625, 34, 178.305127318654, -1, 0, 0, 2013-02-02
74, "Favio"-"0", 28575, 168.423033522765, 166, 175.868698914859, 2, 2, 2.69671319931587, 2013-03-15
75, "EmmaGoldwoman"-"0", 28055, 168.212183559599, 78, 176.498068366546, -2, 0, 0, 2012-12-25
76, "HeyYou"-"0", 25831, 167.75239720035, 64, 176.132588794919, Re-Entry, Re-Entry, Re-Entry, 2013-03-24
77, "BigZT"-"0", 40821, 167.249186083972, 3, 167.249186083972, 21, 1, 13.7168897391943, 2013-03-05
78, "Fortress Door"-"0", 42498, 167.134953409678, 173, 175.140360996373, -3, 1, -0.606110294570868, 2013-03-26
79, "fedelc"-"0", 39515, 165.384564335621, 47, 174.250188639061, 34, 2, 18.8765054241139, 2013-03-24
80, "Dan-i-Am 88"-"0", 22155, 165.364510401938, 39, 167.359553906375, -3, 0, 0, 2012-12-15
81, "eaglesfan642"-"1", 24401, 163.206927962356, 69, 189.181314904342, -2, 0, 0, 2013-01-09
82, "skoczek86"-"0", 30731, 162.904122022366, 89, 171.506586425264, -2, 0, 0, 2012-10-20
83, "DoctorJingles"-"0", 31769, 161.212275783466, 54, 172.619401514848, Re-Entry, Re-Entry, Re-Entry, 2013-03-16
84, "Nesser"-"0", 43358, 161.133840657519, 69, 168.241683928078, -3, 0, 0, 2012-12-04
85, "pitlak"-"0", 33621, 160.969506812176, 48, 160.969506812176, -3, 0, 0, 2012-12-26
86, "carne"-"0", 5616, 160.41061092203, 44, 192.812946550447, -2, 0, 0, 2013-01-13
87, "jpribe"-"0", 33408, 160.116410928556, 46, 165.893620255368, 3, 3, 2.88307071361154, 2013-03-25
88, "affans95"-"1", 49043, 159.174617580117, 36, 159.174617580117, 164, 2, 42.9018318706985, 2013-03-17
89, "NigeeBaby"-"0", 40995, 158.67913387377, 393, 158.67913387377, 35, 10, 17.2427052742021, 2013-03-30
90, "Venomous Sheep"-"0", 21717, 158.323379719799, 23, 158.41410933005, -3, 0, 0, 2013-01-07
91, "centurion1"-"0", 26329, 158.202236507481, 265, 255.308464214479, -3, 0, 0, 2013-01-12
92, "podium"-"0", 19560, 157.466514967337, 152, 184.259189383544, -6, 1, -2.28212340532372, 2013-03-11
93, "imcdowell"-"0", 41316, 157.34138087021, 14, 166.662830921215, 724, 9, 58.602704317767, 2013-03-30
94, "Yakoska"-"0", 21093, 157.115779820848, 86, 209.265415787638, -3, 0, 0, 2012-12-04
95, "semck83"-"0", 12331, 156.846711016441, 10, 156.846711016441, -3, 0, 0, 2013-01-27
96, "Gobbledydook"-"0", 3552, 156.40766829557, 29, 165.958501505282, -3, 0, 0, 2012-10-21
97, "Bonaparte23"-"0", 46942, 156.265690644814, 95, 156.265690644814, 6, 7, 5.15031227544583, 2013-03-29
98, "indianajones"-"0", 25159, 156.180530271214, 275, 209.663630367992, -24, 2, -11.8954025438378, 2013-03-16
99, "chluke"-"0", 49505, 156.16871681136, 34, 160.442067615133, -16, 12, -4.27335080377321, 2013-03-30
100, "Hooverhurdle"-"1", 38853, 155.70608762292, 100, 190.444945326236, -6, 6, -0.3693184302536, 2013-03-21
101, "swordsman3003"-"0", 36106, 155.576373738199, 26, 177.581133323923, -5, 0, 0, 2013-01-27
102, "jimgov"-"0", 21601, 155.001034230383, 48, 160.172948690194, -13, 3, -3.06481690186007, 2013-03-17
103, "LinkX"-"0", 40357, 154.162106146958, 24, 160.53583584479, -6, 0, 0, 2012-12-16
104, "LakersFan"-"0", 38411, 151.736538205313, 76, 174.809889021951, -2, 0, 0, 2013-02-03
105, "mcorr"-"0", 25093, 150.698056266894, 268, 207.26332651044, -1, 2, 0.107672944264749, 2013-03-11
106, "Bob Genghiskhan"-"0", 26333, 149.06754479915, 431, 163.004746749703, 1, 0, 0, 2013-01-26
107, "dep5greg"-"0", 15122, 148.670783168911, 136, 161.054410073981, 1, 0, 0, 2012-12-07
108, "WHY.jpg"-"0", 32504, 148.532650265059, 16, 164.592381665042, Re-Entry, Re-Entry, Re-Entry, 2013-03-17
