Rank, Player, PlayerID, Ghost Rating, Games Played, Peak Ghost Rating, ChangeRank, ChangeGames, ChangeGhostRating, Last Game Date
1, "SplitDiplomat"-"0", 36887, 578.005448610278, 842, 578.005448610278, Re-Entry, Re-Entry, Re-Entry, 2016-10-30
2, "Hellenic Riot"-"0", 23172, 446.067272273729, 98, 504.462411511115, -1, 4, -31.3031214143912, 2016-10-20
3, "seth24c"-"0", 43472, 399.776985342206, 266, 436.017355540767, -1, 0, 0, 2016-06-25
4, "Valis2501"-"0", 63487, 365.711612848137, 129, 393.700070451218, -1, 6, -16.9620514640096, 2016-10-30
5, "peterwiggin"-"0", 2547, 363.811270300281, 24, 382.506620600386, Re-Entry, Re-Entry, Re-Entry, 2016-10-15
6, "Gen. Lee"-"0", 46077, 352.384601406624, 181, 360.885411734359, -2, 0, 0, 2016-09-28
7, "KalelChase"-"0", 30452, 287.638048789338, 74, 287.638048789338, -2, 0, 0, 2016-05-17
8, "Amwidkle"-"0", 61460, 266.554256910531, 92, 266.661503228403, -2, 1, 1.18376438479902, 2016-10-14
9, "Fortress Door"-"0", 42498, 261.844467045159, 264, 261.844467045159, -2, 0, 0, 2016-09-12
10, "giorgio."-"0", 23621, 257.22830792388, 68, 296.748079932807, -1, 0, 0, 2016-09-25
11, "KyleFC"-"0", 22676, 236.550286339565, 40, 236.550286339565, Re-Entry, Re-Entry, Re-Entry, 2016-10-11
12, "justinnhoo"-"0", 23444, 236.53351920483, 277, 271.580020377537, -1, 0, 0, 2016-06-07
13, "Rhinos"-"0", 58143, 235.32208574902, 102, 296.829245457303, Re-Entry, Re-Entry, Re-Entry, 2016-10-13
14, "MichiganMan"-"0", 28108, 229.427743981716, 1804, 325.83735217893, -4, 14, -14.4780985610208, 2016-10-31
15, "SEcki"-"0", 18993, 227.608495077985, 76, 262.173083619681, Re-Entry, Re-Entry, Re-Entry, 2016-10-30
16, "Vecna"-"0", 72101, 220.076636590596, 75, 248.123490035306, -2, 0, 0, 2016-06-27
17, "Tibarius"-"0", 17272, 214.77447090916, 117, 245.048013329024, -2, 0, 0, 2016-09-15
18, "yaks"-"0", 44001, 214.710588284217, 76, 219.168116424958, 0, 2, 5.625903832528, 2016-10-08
19, "Bilbo"-"0", 12259, 213.224767996879, 133, 213.224767996879, -3, 0, 0, 2016-06-04
20, "lambda"-"0", 58210, 211.666783870208, 210, 359.592216663147, -3, 0, 0, 2016-08-14
21, "achillies27"-"0", 34802, 208.190273994549, 221, 272.262316189751, -1, 0, 0, 2016-09-17
22, "!"-"0", 75336, 207.159788385939, 44, 218.051640347426, Re-Entry, Re-Entry, Re-Entry, 2016-10-30
23, "glo2018"-"0", 79356, 198.223723613076, 20, 202.64825342281, -1, 1, 1.46283866410448, 2016-10-01
24, "Thaneofwhiterun"-"0", 79978, 196.550921221424, 14, 197.224198910869, -1, 0, 0, 2016-07-05
25, "Zmaj"-"0", 43830, 189.621364145224, 674, 253.173059800301, 6, 16, 10.6557023963368, 2016-10-31
26, "Decima Legio"-"0", 32421, 188.359981776804, 53, 188.359981776804, -1, 0, 0, 2016-07-30
27, "Per Olander"-"0", 28893, 186.399447639981, 76, 203.67718283699, 0, 0, 0, 2016-08-06
28, "thatwasawkward"-"0", 23496, 182.337658438247, 79, 189.308027569979, 1, 1, -0.653539994402308, 2016-10-30
29, "Ranscott47"-"0", 31779, 182.14679268543, 277, 228.431918337702, -16, 28, -41.2305719142382, 2016-10-31
30, "principians"-"0", 28666, 180.744270590858, 33, 185.644749012846, 7, 1, 10.9210685803044, 2016-10-08
31, "KangtheConquerer"-"0", 72696, 179.941582525291, 31, 187.591273320005, -1, 1, -2.60784902210568, 2016-10-11
32, "jpierred"-"0", 43153, 179.903144953693, 96, 179.903144953693, Re-Entry, Re-Entry, Re-Entry, 2016-10-16
33, "LordoftheFlies"-"0", 74616, 174.894895352432, 44, 214.19052993201, 0, 0, 0, 2016-09-19
34, "quarryman"-"0", 44661, 173.422297606788, 57, 176.031412696366, 0, 0, 0, 2016-06-16
35, "Yoyoyozo"-"0", 65915, 173.212691368278, 89, 220.358297923928, 3, 10, 4.61269863074148, 2016-10-31
36, "Gerry"-"0", 46521, 171.350899668211, 140, 190.521703504404, 9, 3, 14.1093343782495, 2016-10-15
37, "spacecadet"-"0", 76534, 170.796747526943, 37, 185.069263660894, -1, 0, 0, 2016-06-01
38, "The Zulu"-"1", 79160, 167.233053259941, 17, 178.414912582502, 1, 0, 0, 2016-05-04
39, "guak"-"0", 30256, 163.912933233709, 114, 172.788983573286, 11, 4, 11.1245781507203, 2016-10-21
40, "carne"-"0", 5616, 163.820449903911, 63, 192.812946550447, 0, 0, 0, 2016-08-24
41, "apathetec"-"0", 69774, 163.334452399738, 26, 168.5937117341, 0, 0, 0, 2016-08-21
42, "tatertrotts"-"0", 73226, 161.619719596958, 31, 161.619719596958, 9, 7, 8.88411461667405, 2016-10-26
43, "moses"-"0", 21790, 160.46749341016, 92, 194.909719844114, -1, 0, 0, 2016-08-11
44, "czechveck"-"0", 12871, 159.002104074871, 108, 199.414999559592, 0, 0, 0, 2016-08-19
45, "CptMike"-"0", 79656, 158.161552575921, 11, 159.52171019922, 4, 2, 3.63837683758794, 2016-10-30
46, "Porto"-"1", 82048, 158.115076310041, 5, 160.406599155114, New Entry, New Entry, New Entry, 2016-10-28
47, "JamesYanik"-"0", 61639, 155.976503144399, 114, 170.400116468414, 0, 0, 0, 2016-09-09
48, "Magnus0902"-"0", 64776, 155.823320081555, 16, 175.353959302889, Re-Entry, Re-Entry, Re-Entry, 2016-10-07
49, "arj11"-"0", 80053, 155.15011156832, 21, 176.976807626571, -14, 6, -15.809709352928, 2016-10-18
50, "bo_sox48"-"0", 38739, 154.444858230251, 79, 170.022994919022, Re-Entry, Re-Entry, Re-Entry, 2016-10-17
51, "Jeff Kuta"-"0", 63124, 151.754241483256, 66, 154.206847971104, 3, 1, -0.191772804114265, 2016-10-25
52, "The Czech"-"0", 17724, 149.707548933907, 1721, 394.238428198112, -26, 17, -37.8344205534521, 2016-10-30
53, "Strauss"-"0", 48922, 149.591847637333, 770, 225.35371909561, Re-Entry, Re-Entry, Re-Entry, 2016-10-30
54, "maddotter"-"0", 74366, 148.638577792709, 25, 148.638577792709, 1, 0, 0, 2016-05-18
55, "GeorgeChachkes"-"1", 67473, 147.725373133917, 79, 152.038296231085, 14, 4, 7.49409468220898, 2016-10-21
56, "svenubl"-"0", 73485, 147.068581466668, 10, 147.068581466668, 2, 0, 0, 2016-06-15
57, "Jujuonthatdump"-"1", 82238, 145.745798298328, 2, 145.745798298328, New Entry, New Entry, New Entry, 2016-10-31
58, "Manwe Sulimo"-"0", 71617, 145.497364301294, 46, 145.497364301294, 3, 0, 0, 2016-05-19
59, "Tharuk"-"0", 81155, 145.178137283265, 4, 147.282168258385, -2, 1, -2.10403097511977, 2016-10-12
60, "Tetra0"-"0", 5141, 144.635602321375, 10, 151.61940634145, 2, 0, 0, 2016-08-06
61, "TeRRoRShAdY"-"0", 42764, 144.209911646541, 87, 145.937137743683, 2, 0, 0, 2016-06-05
62, "woody"-"0", 28803, 142.868544526411, 9, 142.868544526411, 2, 0, 0, 2016-05-26
63, "AFatCat"-"0", 21535, 141.592471772988, 93, 171.117731672496, -3, 3, -4.12361607083335, 2016-10-01
64, "antoniospqr"-"0", 48779, 141.551097938724, 73, 141.866469018754, 1, 0, 0, 2016-09-12
65, "Genghis Bonaparte the Great"-"0", 7131, 141.290718742859, 33, 158.984531060558, 1, 0, 0, 2016-06-06
66, "Bamawhite"-"0", 69549, 140.511991287423, 15, 140.511991287423, 2, 0, 0, 2016-06-01
67, "wpfieps"-"0", 36975, 140.179894604776, 86, 167.242225412967, 6, 3, 5.14990255012395, 2016-10-30
68, "Red-Lion"-"0", 81013, 137.323347190557, 24, 138.086575546101, 129, 22, 31.8218283248042, 2016-10-30
69, "LicenceToKiel"-"1", 79861, 134.364169984924, 1, 134.364169984924, 5, 0, 0, 2016-05-25
70, "slypups"-"0", 81525, 133.446494687861, 3, 133.924797536205, New Entry, New Entry, New Entry, 2016-10-29
71, "nyer7"-"0", 30156, 133.017826512505, 7, 141.572576032605, 4, 0, 0, 2016-08-28
72, "Hrothgar"-"0", 31940, 132.131091989696, 181, 180.52563669394, 5, 0, 0, 2016-05-15
73, "Zybodia"-"0", 22224, 129.966067068847, 13, 134.711904195031, 35, 2, 11.7655933045591, 2016-10-15
74, "Silvio Santos"-"0", 80552, 129.821955956632, 13, 130.954737253262, 4, 0, 0, 2016-08-09
75, "nickmalouf"-"0", 82156, 129.578808829654, 2, 137.432069970845, New Entry, New Entry, New Entry, 2016-10-26
76, "thof1219"-"0", 57115, 129.142425691695, 14, 132.454389470917, 4, 0, 0, 2016-09-12
77, "bettelheusen"-"0", 78758, 128.874789842098, 5, 128.874789842098, 4, 0, 0, 2016-07-14
78, "Alexander Suvorov"-"1", 80165, 128.634357388489, 5, 134.308602151697, 4, 0, 0, 2016-06-16
79, "Levelhead"-"0", 37617, 128.580645211, 45, 158.450265120487, 4, 0, 0, 2016-08-27
80, "MegaCalf"-"0", 79646, 128.569669129338, 17, 148.399669723686, 4, 0, 0, 2016-07-11
81, "Dom Touche"-"0", 25367, 128.110364257445, 18, 137.843826276126, 5, 0, 0, 2016-07-15
82, "wyattmiles"-"0", 78542, 127.419497797554, 2, 135.141891603466, 5, 0, 0, 2016-05-26
